UID        PID  PPID   LWP  C NLWP STIME TTY          TIME CMD
kasun     1405   890  1406  0    4 21:16 ?        00:00:00 /usr/lib/i386-linux-gnu/indicator-messages/indicator-messages-service
kasun     1405   890  1408  0    4 21:16 ?        00:00:00 /usr/lib/i386-linux-gnu/indicator-messages/indicator-messages-service
kasun     1405   890  1409  0    4 21:16 ?        00:00:00 /usr/lib/i386-linux-gnu/indicator-messages/indicator-messages-service
kasun     1438   890  1438  0    1 21:17 ?        00:00:00 /usr/lib/bluetooth/obexd
kasun     1444     1  1444  0    3 21:17 ?        00:00:06 /usr/bin/xfce4-terminal
kasun     1444     1  1445  0    3 21:17 ?        00:00:00 /usr/bin/xfce4-terminal
kasun     1444     1  1446  0    3 21:17 ?        00:00:00 /usr/bin/xfce4-terminal
kasun     1448  1444  1448  0    1 21:17 pts/0    00:00:00 bash
kasun     1576     1  1576  0    8 21:20 ?        00:00:04 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1576     1  1589  0    8 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1576     1  1591  0    8 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1576     1  1592  0    8 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1576     1  1593  0    8 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1576     1  1594  0    8 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1576     1  1598  0    8 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1576     1  1600  0    8 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/sublime_text /home/kasun/Desktop/Acadamic/project/project2part2/shell2.c
kasun     1599  1576  1599  0    3 21:20 ?        00:00:01 /snap/sublime-text/37/opt/sublime_text/plugin_host 1576 --auto-shell-env
kasun     1599  1576  1601  0    3 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/plugin_host 1576 --auto-shell-env
kasun     1599  1576  1602  0    3 21:20 ?        00:00:00 /snap/sublime-text/37/opt/sublime_text/plugin_host 1576 --auto-shell-env
kasun     1839     1  1839  5   51 21:23 ?        00:00:17 /usr/lib/firefox/firefox
kasun     1839     1  1844  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1845  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1846  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1847  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1848  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1849  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1850  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1851  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1852  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1853  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1854  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1856  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1857  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1861  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1862  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1863  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1864  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1865  1   51 21:23 ?        00:00:05 /usr/lib/firefox/firefox
kasun     1839     1  1866  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1867  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1868  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1873  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1874  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1878  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1879  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1880  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1889  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1890  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1891  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1895  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1896  1   51 21:23 ?        00:00:04 /usr/lib/firefox/firefox
kasun     1839     1  1898  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1899  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1916  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1917  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1922  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1923  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1924  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1927  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1933  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1942  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1948  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1966  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1967  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1988  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1996  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  1999  0   51 21:23 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  2031  0   51 21:25 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  2041  0   51 21:28 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1839     1  2042  3   51 21:28 ?        00:00:00 /usr/lib/firefox/firefox
kasun     1881  1839  1881  2   17 21:23 ?        00:00:08 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1884  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1885  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1886  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1887  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1888  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1892  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1893  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1901  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1902  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1903  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1904  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1905  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1906  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1907  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1921  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1881  1839  1982  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 1 -isForBrowser -prefsLen 1 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1908  0   17 21:23 ?        00:00:01 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1911  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1912  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1913  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1914  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1915  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1918  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1919  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1925  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1926  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1928  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1929  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1930  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1931  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1932  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1950  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1908  1839  1973  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 2 -isForBrowser -prefsLen 79 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1934  4   17 21:23 ?        00:00:13 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1937  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1938  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1939  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1940  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1941  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1943  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1944  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1959  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1960  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1961  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1962  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1963  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1964  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1965  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1969  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1934  1839  1974  0   17 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 3 -isForBrowser -prefsLen 4096 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1986  1839  1986  0   15 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 4840 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1986  1839  1990  0   15 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 4840 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1986  1839  1992  0   15 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 4840 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1986  1839  1993  0   15 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 4840 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1986  1839  1994  0   15 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 4840 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1986  1839  1995  0   15 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 4840 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
kasun     1986  1839  1997  0   15 21:23 ?        00:00:00 /usr/lib/firefox/firefox -contentproc -childID 4 -isForBrowser -prefsLen 4840 -prefMapSize 169833 -schedulerPrefs 0001,2 -parentBuildID 20181116154756 -greomni /usr/lib/firefox/omni.ja -appomni /usr/lib/firefox/browser/omni.ja -appdir /usr/lib/firefox/browser 1839 true tab
